"Number","Group","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Publication Species Name","tsn","tsn rank","Wet_Mass","DM/WM","Dry_Mass","Carbon_Mass","MR_original","MR","Temp","MR_25","type_MR","O2 original J/mL","Reference","Source","Comments","Measure","Temp_original","Unit","MR_mL/min","MR_kJ/h","MR_Watt","Mass_mean","SMR","Species2","BMR","dBMR","dMsum","d Scope","Diet Grp","PP Grp","Year","Loc","Original_Source","MR_type"
7527,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Nyctobates","Nyctobates procerus","Nyctobates procerus","114419","Family",2.198,0.4,0.8792,0.4396,0.0017533,0.0017533,"25",0.0017533,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7528,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Nyssicus","Nyssicus setosus","Nyssicus setosus","114497","Family",0.996,0.4,0.3984,0.1992,0.0007155,0.0007155,"25",0.0007155,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7529,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Odonestis","Odonestis pruni","Odonestis pruni","117541","Family",0.25,0.4,0.1,0.05,0.00113,0.00113,"25",0.00113,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7530,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Passalidae","Odontotaenius","Odontotaenius disjunctus","Popilius disjunctus","929878","Species",1.631,0.4,0.6522,0.3261,0.0016116,0.0016116,"25",0.0016116,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7531,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Oecanthidae","Oecanthus","Oecanthus quadripunctatus","Oecanthus quadripunctatus","102366","Species",0.05,0.4,0.02,0.01,0.0001343,0.0001343,"25",0.0001343,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7532,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Oedalis","Oedalis instillatus","Oedalis instillatus","102160","Order",0.627,0.4,0.2508,0.1254,0.0009664,0.0009664,"25",0.0009664,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7533,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Trogidae","Omorgus","Omorgus radula","Omorgus radula","929706","Genus",0.207,0.4,0.0828,0.0414,0.0001141,0.0001141,"25",0.0001141,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7534,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Oncideres","Oncideres putator","Oncideres putator","114497","Family",0.681,0.4,0.2724,0.1362,0.0010959,0.0010959,"25",0.0010959,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7535,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Onymacris","Onymacris laeviceps","Onymacris laeviceps","114419","Family",0.525,0.4,0.21,0.105,0.0004279,0.0004279,"25",0.0004279,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7536,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Onymacris","Onymacris plana","Onymacris plana","114419","Family",0.767,0.4,0.3068,0.1534,0.0009259,0.0009259,"25",0.0009259,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7537,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Onymacris","Onymacris rugatipennis albotesselata","Onymacris rugatipennis albotesselata","114419","Family",0.573,0.4,0.2292,0.1146,0.00057891,0.00057891,"25",0.00057891,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7538,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Onymacris","Onymacris rugatipennis rugatipennis","Onymacris rugatipennis rugatipennis","114419","Family",0.496,0.4,0.1984,0.0992,0.0004462,0.0004462,"25",0.0004462,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7539,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Onymacris","Onymacris unguicularis","Onymacris unguicularis","114419","Family",0.737,0.4,0.2948,0.1474,0.000176,0.000176,"25",0.000176,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7540,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Ophryastes","Ophryastes varius","Ophryastes varius","618614","Species",0.027,0.4,0.010904,0.005452,0.0001193,0.0001193,"25",0.0001193,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7541,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","Oryba achemenides","Oryba achemenides","117293","Family",2.808,0.4,1.1234,0.5617,0.006058,0.006058,"25",0.006058,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7542,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ostrinia","Ostrinia nubilalis","Ostrinia nubilalis","117738","Species",0.048,0.4,0.01936,0.00968,0.0004842,0.0004842,"25",0.0004842,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7543,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax longipennis","101799","Species",0.2,0.4,0.08,0.04,0.0017652,0.0017652,"25",0.0017652,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7544,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachygonia","Pachygonia drucei","Pachygonia drucei","117293","Family",0.702,0.4,0.2808,0.1404,0.0014813,0.0014813,"25",0.0014813,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7545,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachylia","Pachylia ficus","Pachylia ficus","936102","Species",3.225,0.4,1.29,0.645,0.0051149,0.0051149,"25",0.0051149,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7546,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Pachylomerus","Pachylomerus femoralis","Pachylomerus femoralis","114493","Family",4.915,0.4,1.966,0.983,0.0042822,0.0042822,"25",0.0042822,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7547,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Palirhoeus","Palirhoeus eatoni","Palirhoeus eatoni","114666","Family",0.007,0.4,0.00268,0.00134,2.43e-05,2.43e-05,"25",2.43e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7548,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Pantala","Pantala flavescens","Pantala flavescens","101801","Species",0.339,0.4,0.1356,0.0678,0.0016753,0.0016753,"25",0.0016753,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7549,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Diptera","Pantophthalmidae","Pantophthalmus","Pantophthalmus tabaninus","Pantophthalmus tabaninus","130127","Family",1.746,0.4,0.6984,0.3492,0.0030369,0.0030369,"25",0.0030369,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7550,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Diptera","Helcomyzidae","Paractora","Paractora dreuxi","Paractora dreuxi","144646","Subfamily",0.019,0.4,0.007668,0.003834,0.0002439,0.0002439,"25",0.0002439,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7551,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Diptera","Helcomyzidae","Paractora","Paractora trichosterna","Paractora trichosterna","144646","Subfamily",0.013,0.4,0.005304,0.002652,0.0002613,0.0002613,"25",0.0002613,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7552,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Paraponera","Paraponera clavata","Paraponera clavata","583875","Species",0.19,0.4,0.076,0.038,0.0004308,0.0004308,"25",0.0004308,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7553,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Blattellidae","Parcoblatta","Parcoblatta sp. 1","Parcoblatta sp. 1","102418","Genus",0.073,0.4,0.0292,0.0146,9.2e-05,9.2e-05,"25",9.2e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7554,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Pelidnota","Pelidnota sp. 1","Pelidnota sp. 1","926516","Genus",1.091,0.4,0.4366,0.2183,0.0015115,0.0015115,"25",0.0015115,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7555,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Pericapritermes","Pericapritermes nitobei","Pericapritermes nitobei","102443","Family",0.001,0.4,0.00048,0.00024,1.2e-06,1.2e-06,"25",1.2e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7556,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Pericapritermes","Pericapritermes semarangi","Pericapritermes semarangi","102443","Family",0.001,0.4,0.00052,0.00026,8e-07,8e-07,"25",8e-07,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7557,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","Perigonia lusca","Perigonia lusca","936110","Species",0.558,0.4,0.223332,0.111666,0.0022652,0.0022652,"25",0.0022652,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7558,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Perimylopidae","Perimylops","Perimylops antarcticus","Perimylops antarcticus","678371","Family",0.015,0.4,0.0058,0.0029,4.86e-05,4.86e-05,"25",4.86e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7559,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","Periplaneta americana","Periplaneta americana","102406","Species",0.9,0.4,0.36,0.18,0.0009794,0.0009794,"25",0.0009794,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7560,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","Periplaneta orientalis","Periplaneta orientalis","102405","Genus",0.165,0.4,0.066,0.033,0.0003079,0.0003079,"25",0.0003079,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7561,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Blaberidae","Perisphaeria","Perisphaeria sp. 2","Perisphaeria sp. 2","102419","Family",0.324,0.4,0.12964,0.06482,0.0001968,0.0001968,"25",0.0001968,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7562,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Peristeptus","Peristeptus sp. 1","Peristeptus sp. 1","114419","Family",0.055,0.4,0.022,0.011,5.45e-05,5.45e-05,"25",5.45e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7563,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Perithemis","Perithemis tenera","Perithemis tenera","101804","Species",0.061,0.4,0.0244,0.0122,0.0003311,0.0003311,"25",0.0003311,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7564,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hemiptera","Aphrophoridae","Philaenus","Philaenus spumarius","Philaenus spumarius","200139","Species",0.004,0.4,0.001572,0.000786,5.95e-05,5.95e-05,"25",5.95e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7565,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Phileurus","Phileurus sp. 1","Phileurus sp. 1","926612","Genus",3.501,0.4,1.4004,0.7002,0.0015626,0.0015626,"25",0.0015626,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
